text,label
"Better offensively, better defensively, led his team to more titles.",pro_jordan
"The final sequence in Utah for the 6th championship I think sums it up. LeBron has game winners, LeBron has clutch defensive stops. Jordan did both and won the game. LeBron just has never had that.",pro_jordan
"Killer instinct.",pro_jordan
"Why isn't 6-0 a valid point to make? It's certainly not the only one. More MVPS, more scoring titles, DPOY, more finals MVPS, didn't whine and flop around, didn't need to travel for half his highlight reel, and didn't need to team hop to chase rings.",pro_jordan
"Have you watched footage of Jordan? That should answer your question. So happy I grew up in his era and was able to watch him.",pro_jordan
"I'm not going to argue stats and championships and awards because they are what they are. LeBron is straight-up unlikable. That plays a part in all of this. Lots of people just don't like LeBron.",pro_jordan
"His ability to play basketball. James is the longevity king no doubt. But MJ the Goat.",pro_jordan
"Jordan never had to go to other franchises with superstars to try to win a ring. People rag on KD going to the Warriors but say nothing about LeBron going to Miami with Wade and Chris Bosch.",pro_jordan
"Jordan was quicker, more athletic, softer touch, better defender, got more steals.",pro_jordan
"It's not about numbers for me. Game on the line, series in question, I just don't see Jordan not coming up with the W. His mental was what separated him.",pro_jordan
"He didn't Flop.",pro_jordan
"Jordan did more in less time",pro_jordan
"Jordan able to force changes to his whole team. Forced his will upon his teammates by demanding accountability and pushed them to their limits. And for 3 titles, kept a manic depressive Rodman on course. Lebron just buys his teammates new watches and takes pictures with their family.",pro_jordan
"6-0 matters not because of the Finals record itself, but it is a great testament to Jordan's dominance. You never felt that Jordan was gonna lose, especially once he got a decent team, and that expectation was met consistently. Lebron is great, but he never was as dominant as Jordan was. There is a difference between great and the greatest, and being the consumate winner makes Jordan the GOAT.",pro_jordan
"Winning. /thread",pro_jordan
"He can dribble and shoot better. Also better post moves and use of ball fakes. Jordan is also not as dirty a player as Lebron who blatantly and purposely push people midair and elbows them so they ease off on defense.",pro_jordan
"Six Rings. He had more games with 40+ points than games with less than 20. Taught Bobby Knight how to win a gold medal.",pro_jordan
"Jordan was more competitive, and drive to win no matter what. Closest to Jordan is probably Kobe in my opinion.",pro_jordan
"Jordan makes Jordan better than LeBron.",pro_jordan
"I'm a big LeBron guy but even I don't like the way he bounced around. Jordan trusted his team and management and delivered",neutral
"They're close statistically and eye test but results just favor MJ.",pro_jordan
"I look at it like Taylor Swift vs Michael Jackson. Sure Swift in modern era sold more records both physical and streaming than MJ speaking number-wise. But there is a noticable gap between worldwide popularity of MJ and Swift. I think the same with LeBron, LeBron have some statistical advantages over Jordan. But there is no denying Jordan had a certain aura about him in his prime.",pro_jordan
"For me, it comes down to winning and finals performance. Lebron has more rings than most, but we're comparing #1 vs #2. MJ got more in less years without jumping teams. Jordan had off games, but nothing like that.",pro_jordan
"God man this is all anyone talks about",neutral
"Peak for peak I got Jordan as being better relative to the field than LeBron was.",pro_jordan
"Never lost a finals....nuff said.",pro_jordan
"There's a pretty exclusive club in NBA history. There are 3 guys who have ever led the league in scoring while also being on the All-defensive first team. Michael Jordan did it 9 times.",pro_jordan
"6-0",pro_jordan
"Besides all the accolades everyone's already mentioned there was an aura of awe (and fear from players) around MJ. Where are lebron's stories from players? No one's ever been scared of lebron and there's no crazy stories about him from ex players.",pro_jordan
"That's a big list. Killer instinct for starts. Jordan had zero weakness in his game. Lebron has weaknesses. Honestly, the comparison is just dumb. Lebron is fantastic, and compares more to Magic Johnson than he does Jordan. Lebron is an amazing basketball player with unreal longevity. But he is not Jordan, and simply will never be.",pro_jordan
"Lebron makes the players on his team better. He's a leader. Jordan just dominates because he's that dude. Both are great from completely different reasons. Both on the same team would be unstoppable",neutral
"not playing during the same era.",neutral
"Jordan was a mental assassin who didn't just want to beat you, he wanted to destroy you. LeBron needs load management.",pro_jordan
"u can't argue facts.",pro_jordan
"Jordans Biggest argument is his statically dominance. Jordan ranks 1st in PPG, 1st in playoff PPG, 3rd in steals per game, 1st in career playoff PER, 1st in career win shares per 48, 1st in playoff BPM. The 6-0 argument does Jordan no justice at all he has 6 finals MVPS, 5 MVPs, 10 scoring titles, 9 All-Defense 1st teams, 10 1st team All-NBA.",pro_jordan
"it's basically the peak versus longevity argument, but at the goat level.",neutral
"Bron's longevity argument is flawed & overrated. Since age 29 Jordan has 3 MVPs to LeBron's 0, Jordan 4 All-Def 1st to LeBron's 0, Jordan 4 scoring titles to LeBron's 1.",pro_jordan
"Regarding clutch, I saw an excellent analytical video several years ago. It showed that Jordan was clutch, because when the game was on the line, his field goal percentage was essentially the same as his average. Whereas for LeBron, when the game was on the line, his field goal percentage was almost half of his average.",pro_jordan
"Rule of thumb whomever did more with less time wins.",pro_jordan
"There's no debate. LeBron has never been close, once he retires and doesn't have as much pull on the media he's going to face the ACTUAL debate on if he is even top 3",pro_jordan
"There is no debate.",pro_jordan
"Jordans resume is a result of longevity. His career is not enough when you look at all that's stats, accolades and achievements LeBron has.",pro_lebron
"Basically if u judge by team accomplishments & narratives mj>. But if u judge by individual on-court ability LeBron>",neutral
"I have Jordan as the goat but I hate the undefeated in finals argument. He played 15 seasons and won 6 rings, so why ignore the 9 years his team didn't win just because they were knocked out before the finals?",neutral
"Jordan is the GOAT, but you lose all credibility when you cite finals record.",neutral
"To add on to this there's also the cultural and social impact that Jordan had on the game that LeBron never did. Michael Jordan is an icon outside of the game. People literally say the Michael Jordan of whatever as the example of greatness.",pro_jordan
"MJ is the goat and it's not close. Saying LeBron is in the same league as MJ let alone ahead of him is just recency bias and mostly people that never watched MJ play.",pro_jordan
"Jordan's competition in the 90s was booty. LeBron went to 3 different environments and turned them all into champions. He is the environment. I'm not convinced MJ could succeed in other environments bc he didn't.",pro_lebron
"I watched them play. Jordan is a little better. Sometimes it's just that simple.",pro_jordan
"This ignores context. Jordan was blessed with an all time great management, arguably the goat coach, and an elite sidekick that stayed with him throughout his prime. LeBron didn't have that in his first seven years. I get that MJ was just phenomenal, but we gotta acknowledge winning a championship takes some luck too.",pro_lebron
"Jordan was the greatest sprinter while LeBron is the greatest long distance runner. Both all time greats.",neutral
"I'm a mj guy all day. I have to admit what LeBron has accomplished is simply amazing and it will never be recreated. I think he has his own legacy and that's totally fine. MJ is still the best basketball of all time. LeBron is #2 while also having the best longevity.",pro_jordan
"And if Bill Russell won 11 championships in the 90s to MJs 6 in the 60s nobody would be saying MJ is the GOAT",neutral
"Totally agree. The only thing keeping LeBron's goat argument alive is recency bias. It's not even close.",pro_jordan
"I just don't think there is much of a conversation for the #1 GOAT. For LeBron to have a super strong case for being the #2 GOAT is absolutely phenomenal.",pro_jordan
"No one was scared to face LeBron in the playoffs.",pro_jordan
"LeBron has more Finals losses (6) than Jordan has Finals appearances. So 6 > 6?",pro_jordan
"I may stand alone on this opinion but LeBron isn't even the best in his era, it's Steph. Same amount of rings and still beat the self proclaimed king multiple times en route to championships.",pro_jordan
"I honestly think SGA has a chance. The OKC roster is perfectly set up to rebuild on the fly around him and Chet.",neutral
"Sooo sick of this debate. So many great players across generations. Your GOAT is whomever you prefer.",neutral
"I'm a big LeBron guy, definitely debate him as GOAT 50% of the time, but this is a great way of looking at it",neutral
"There is no debate. If MJ played now he'd average 40 per game.",pro_jordan
"Intelligent people realize that Jordan was 6'4 and change while LeBron is the size of Alonzo Mourning who dominated every position on the floor. Only one of them dominated 5 positions. LeBron is the greatest scorer in history who is a far better rebounder, far better passer, and far better three point shooter than Jordan. All of that does make LeBron clearly better than MJ.",pro_lebron
"LeBron is considered the GOAT because he's a better basketball player. I don't see how that changes if Jordan's career is moved.",pro_lebron
"If Jordan's career came after Lebron's, he would probably not have 6 rings. In every sports, the level of competitiveness increased a lot in the last two decades. That's why comparing eras makes no sense.",neutral
"LeBron's career has been shaped in a big way by chasing Jordan.",neutral
"Lmao Jordan's numbers fucking suck dude",pro_lebron
"Incorrect. Lebrons longevity means more than Jordan's peak",pro_lebron
"yes because as time goes on the competition grows. winning 6 rings right now would be insane",neutral
"GOAT talk is boring",neutral
"GOAT debates are the lowest common denominator of NBA talk.",neutral
"what a tiring ass fucking debate can't yall just enjoy basketball for once",neutral
"Mj did a 3peat took two year off and dis another 3peat!! Lebron had the nba in his back just to get 4 rings!! End of conversation",pro_jordan
"name one number of those Chicago bulls teams that was great without michael.",pro_jordan
"Bru lebron was playing with a superteam and lost to a sick dirk nowitski and was getting fried and playing terrible also michaels 6'6 wdym he cant do it all obviously",pro_jordan
"its crazy how you can get a platform debating other people's accomplishments",neutral
"Mike inspired people to be ball hogs LeBron had people really tryna hoop",pro_lebron
"LeBron can't win without help from either. This video is such an oversimplification.",pro_jordan
"All them excuses for Bron isn't gonna erase that 4-6 record",pro_jordan
"Bruson won with less than Jordan",pro_jordan
"Look how good the Bulls were when he left to play baseball, then look how bad every team was when LeBron left. Scottie was 3rd in MVP voting, and they won 55 games. Bron last years with each team they won: 61, 54, and 50. Year after he left each team? 19, 37, and 19. I consider them 1A and 1B. MJ was amazing, but his skill set was far more limited than LeBron.",pro_lebron
"He had the best team in the league - these ppl see the finished product, then retroactively try to give the ROSTER the credit for lifting Mike, when we literally watched him mature that team from scratch. This is why ppl hate LeBron fans.",pro_jordan
"Yeah but the bulls built that roster with Jordan meanwhile Lebum had to join super teams",pro_jordan
"lebron didn't win anything without the help of kyrie, Wade and COVID... don't compare him to MJ cuz his not even in Kobe's league",pro_jordan
"Kobe beat the most difficult teams in the playoffs. not LeBron, not Jordan",neutral
"No one getting jumped for LeBron shoes….",pro_jordan
"Keep in mind real defense in the 90s",pro_jordan
"Yea 23 years vs 15? In 15 yrs MJ has most points",pro_jordan
"LeBron isn't even the GOAT of Lakers.",pro_jordan
"One invented Load Management and even hopped teams to win championships…there's no conversation here. Lol",pro_jordan
"The fact that this is debated almost daily says more about Jordan's greatness. Bron stans continuously trying to justify and convince ppl he's the goat - but if he was, there would be no conversation. Jordan was, is, and always will be, the greatest of all time",pro_jordan
"Only thing that matters is rings",pro_jordan
"But jordan did it in 15 years - LeBron averaged 28-9-9 and won a ring year 15. Jordan averaged 20-6-4. Lebron averages more rebounds and assists. Jordan faced 9 hall of famers in the finals, LeBron has faced 26-31+. There is no debate.",pro_lebron
"Stop it. The most durable, yes. The best player ever? Not by a mile.",pro_jordan
"LETS KEEP IT REAL!!! lebron is media-made, pushed by fake narratives... unANSWERED steriod claims & team-mates who gets no CREDIT!!!",pro_jordan
"No one ever had to convince anyone MJ was the goat",pro_jordan
"neither are the goat.",neutral
"The bulls without jordan went 55-27, the cavs went 19-63 (both times) and the heat went 37-45. Jordan had a team, bron has almost never",pro_lebron
"Except…..never lost",pro_jordan
"There's one man trying to convince everybody he's the GOAT and can't stop talking about it. And there's one man who doesn't. Because he know's he is and doesn't need to convince anybody. That's all you need to know.",pro_jordan
"MJ = must watch TV. Lebron = must switch channels",pro_jordan
"I keep bringing up this stat but I'll do it again. Only one player has been MVP of league, Finals MVP, Scoring champion, and 1st team all defense. Guess who? He did it 4 times",pro_jordan
"2011 nba finals LeBron was a complete no show. jj berea out scored and outplayed him. Can't ever live down that collapse.",pro_jordan
"Has been settled since ever. The more LBJ plays bigger becames the advantage for MJ",pro_jordan
"Bron came straight from high school, Jordan won college basketball championship and then came to Nba, and he had two times break from Nba",pro_jordan
"MJ is the goat and it's not even close!!!!!!",pro_jordan
"Nonsense. Utter nonsense. MJ - goat 1. Kobe - goat 2. Full stop.",pro_jordan
"longevity is not greatness otherwise you would be calling Robert Parrish the greatest center of all time. he has just as many rings as lebron",pro_jordan
"MJ scored that many points against far more talented athletes. LeBron scoring that many points against the talent of today not as impressive. That fact needs to be considered.",pro_jordan
"All he's ever had to do is shoot....bron gotta do everything wtf",pro_lebron
"LeBron Career was 8 years longer than MJ's yet MJ still up 2 rings! Y'all forever prisoners of the moment",pro_jordan
"The GOAT debate in my mind doesn't revolve around points and rings it should be based off how they played the game",neutral
"Micheal Jordan is also a complete player. He averaged 30 and 10 assist in his first finals",pro_jordan
"Now in there first 15 years jordan has more points less threes",pro_jordan
"LeBron has 10 trips to the finals in his career, got swept TWICE, And won 4 with 3 different teams LOL. LeBron lost as many finals as Jordan WON.",pro_jordan
"So y'all go off points now - so all of yall got Kareem and Karl at 2 and 3 behind bron",pro_jordan
"MJ is better at scoring. Bron is better at everything else.",pro_lebron
"Just took the dude 6 extra years",pro_jordan
"whoever says lebron is not the goat doesnt even know a thing about basketball that nigga won rings with bunch of homeless people",pro_lebron
"Bronze won 4 championships. MJ won 6. No if's and's or but's",pro_jordan
"The Jordan /LeBron debate is nothing more than rage bait to create clicks and engagement for monetary gain.",neutral
"Now do flop and crying stat comparisons",pro_jordan
"I agree MJ is the GOAT",pro_jordan
"This is a stupid argument. MJ never flopped and peeked through his fingers to see if the refs noticed. Put LeBron in the mid 90s with peak Rodman all in his shit and see how he does.",pro_jordan
"lol LeBron has 51961 points MJ had 38279",pro_lebron
"LeBron is the goat of flopping",pro_jordan
"Quality over quantity! There's no comparison! LeBron is great but MJ another breed! He's the true GOAT",pro_jordan
"If MJ didn't just played for 15 seasons stupid af",pro_lebron
"Flip it and make the second picture.. if MJ took 10 years off his career",pro_lebron
"6-0 nuff said",pro_jordan
"I'm not a LeBron fan but objectively he is the greatest of all time. The most complete basketball player in the history in my opinion. Jordan was a monster amongst the humans but LeBron was a monster amongst Steph, KD, Westbrook, Kobe. The argument of 6 rings doesn't mean nothing.",pro_lebron
"They used to play defense",pro_jordan
"Argument is so funny because what is the best team Jordan's beat? Has he ever even played a top 10 team of all time in the finals? Bron had to go through San Antonio and golden state in the finals. Seems much better comp than the Jazz or SuperSonics.",pro_lebron
"6-0 vs 4-6",pro_jordan
"Lediddy is not even the greatest of his era Curry is",pro_jordan
"Jordan is still the Goat",pro_jordan
"MJ all day",pro_jordan
"We both define dominating differently. MJ dominated a tier above and out of reach from LeBron and he will never get another chance to correct it. LeBron is still elite. Just not on MJs level. Ever.",pro_jordan
"15j vs 23j. 6 rings in 15 vs 4 rings 23. 6/6 in the finals vs 4/6 in the finals",pro_jordan
"Tends to happen when you're entire goat debate is centered around longevity in an era 10x easier to play longer",pro_jordan
"In all of sports, LeBron James is the most overrated athlete. Said what I said.",pro_jordan
"Steph is better than lebronze. Dude isn't even the best in his own era! 60% finals loss rate, swept in the playoffs 4 times",pro_jordan
"Two words - illegal defense. Jordan had no bad, couldn't score in today's nba. If the players are saying it who tf are these 40 year old men that'll say different",pro_lebron
"Dude if people think Jordan is the goat still they lose all credibility",pro_lebron
"It's not a debate, LeBron the goat. If you still think Jordan is remotely close you lose all credibility speaking basketball",pro_lebron
"All these old heads in the comments mad because LeBron will always be the goat",pro_lebron
"LeFlop is never gonna be the goat. Never.",pro_jordan
"kobe was the greatest of all time, thats why god took him, he needed the best",neutral
"jordan is the goat. everybody still compares everyone including lebron james to jordan.",pro_jordan
"To be fair Jordan wasn't winning shit until Scottie pippen and Phil came along. Let's be real. He was James harden before them",pro_lebron
"Lebron yells at someone who's playing better than him on his own team, constantly needs to be told he's the best, and flops if anyone breaths on him. Michael is constantly told he's the worst and consistently is better regardless.",pro_jordan
"Imagine needing 8 more years to score more pathetic",pro_jordan
"It will never matter how many points LeBron put up because of how he plays the game. The Flopping King.",pro_jordan
"LeBron should get the biggest cry baby award",pro_jordan
"LeFlop played in 600 more games so I hope he has more points and LeFlop isn't even the best Laker",pro_jordan
"23 yrs vs 15 yrs. 4 rings in 10 tries vs 6 rings in 6 tries. 12 NBA 75 teammates vs 1 NBA 75 Teammate. 10 scoring titles vs 1 scoring title. It's not a debate",pro_jordan
"MJ>>>>>>",pro_jordan
"People saying MJ is the goat has never seen a single game of MJ playing.",pro_lebron
"Lebron is nowhere near MJ, never has been, never will be",pro_jordan
"Lebron would be the best if he wasn't so lebron",neutral
"imagine if jordan would've hit threes as well",pro_jordan
"When u called urself goat n a great leader but u cant even build a dynasty",pro_jordan
"Still 23 years vs 15 and MJ didn't even attempt lot of 3s so the 3 pt qualifier is moot",pro_jordan
"MJ didn't flop like LeBum",pro_jordan
"Jordan is better. Majority of active NBA players think that and they aren't IG commenters",pro_jordan
"Bronsexuals can't justify his GOAT case without twisting reality and diminishing Jordan's accomplishments.",pro_jordan
"If lebron play 50 seasons. Jordan 6 titles. Lebron 4",pro_jordan
"LeBron has had a long productive career, but let's not pretend he's a better player than MJ",pro_jordan
"4-6. End of discussion",pro_jordan
"Let's remember the bulls won 55 games without MJ in 1994 damn near a 60 win team without the best player in the nba at the time",pro_lebron
"Lebum joined super teams and couldn't win anything on his own. Lebum choked against Dallas lol with a super team",pro_jordan
"Basketball is about winning, not almost winning. Jordan won 6 titles with Scottie Pippen, but he also won finals MVP each year. LeBron never won a title without other all time greats. When Jordan and LeBron played with great teams, Jordan won 6 rings and LeBron won 4",pro_jordan
"It took MJ 7 years to even get to the finals... LeBron went within his first 3 years... With nothing",pro_lebron
"Lebron leads in shots missed and turnovers you can check",pro_jordan
"THANK YOU!!!!!! not to mention Jordan didn't win until he got a team around him and the league expanded leading to it being watered down. You need a team to win, players don't win teams do.",pro_lebron
"LeBron Is G.O.A.T (GOING ON ANOTHER TEAM).",pro_jordan
"Bron still getting swept till this day",pro_jordan
"Michael was also playing all 82 games damn near every year",pro_jordan
"LeBron haters got a million different excuses as usual",pro_lebron
"Jordan average 45 ppg his first finals pippen average 10 ppg so yea every player needs help Jordan didn't need a co-superstar tho",pro_jordan
"Facts hurts MJ fans!",pro_lebron
"All facts. And im and MJ fan that realized LeBron was just better. Thats not a knock on MJ he dominated once he started winning.",pro_lebron
"Don't matter Mike was the best player in those championship runs",pro_jordan
"Hands down, Jordan was the most dominant player during his career. At no time during his career was there a question of who was the best player in the league. Even when he was losing, MJ peers knew he was better than them. Can't say the same about Bron.",pro_jordan
"You're wrong - lebron needed help big Z was an all star so he had himself and another all star. who has LeBron built? No one. Lebron has the most turnovers ever most losses ever so stop",pro_jordan
"Michael had the most missed shots because who in their right mind would want anyone else taking a shot if MJ was on the team. Nobody is taking anything away from Lebron he's a great player but he has never played 82 and he's not what Michael was. Give me MJ as my goat every day of the week",pro_jordan
"I will preface my comment with this, I am not a LeBron fan, I think he's the worst Superstar in sports history, and it pains me to say this, but LeBron is the GOAT.",pro_lebron
"LeBron has the most missed field goals, missed free throws, and most turnovers of all time. Michael Jordan is better offensively, defensively, and a greater winner.",pro_jordan
"LeBron didn't win until he teamed up with Dwade, Bosh, Ray Allen and he lost to the Mavs when they were the Favorites",pro_jordan
"Man lost his argument when he said MJ needed help. SO DID LEBRON. BRO LITERALLY MADE A PRESS CONFERENCE TO TELL THE US HE'S GOING TO MIAMI BC HE CANNOT DO IT BY HIMSELF!!!!!!",pro_jordan
"What? Lebron didn't win till he got with Wade, Bosh, Love, and Kyrie. Is he talking bout when he took a bad team to the finals and got swept by the Spurs?",pro_jordan
"There's a big difference between being versatile and being clutch. In any real clutch situation LeBron is a passer and not a shooter. Allen, wade, kyrie bailed LeBron out. Jordan n Kobe ain't need to be bailed out",pro_jordan
"People keep bring up scottie pippin and all the help lol. They never bring up kyrie, kevin love, d wade, k bosh.",pro_jordan
"Scottie went farther than MJ went without Scottie. Every time LeBron left a team they went straight to the lottery, not the eastern conference finals",pro_lebron
"Basketball is LeBron",pro_lebron
"Ntm, who was the best player MJ face in there prime in the 90s. In the east Reggie miller and Patrick Ewing in the finals Malone/stockton or barkley/KJ or Kemp/payton",pro_lebron
"the way you hear people talk about pippen you'd think he had a fmvp on his record. Jordan is the only player who was SO great, he gets penalized for playing with 1 other all-star.",pro_jordan
"The day I see someone getting jumped for their LeBrons we'll talk",pro_jordan
"the difference is Jordan didn't leave to find help. Jordan never chased rings like LeBron.",pro_jordan
"LeBron has never won without help, dudes a bozo",pro_jordan
"The Chicago bulls was the super team of the 90's that's why no one can compete and that's a fact",pro_lebron
"LeBarbie would have 0 rings without playing with DWade, Irving & A.Davis",pro_jordan
"No PIP, No CHIP",pro_jordan
"After all of this ranting I propose one situation. NBA Finals game, team down by 1 with 10 seconds on the clock. Just who do you really want to have the ball with 10 seconds left",pro_jordan
"Literally not true, how long did it take LeBron to get into the finals an win? He don't shoot better than MJ he don't play defense better than MJ he just play more positions that's it.",pro_jordan
"He got swept the most in finals history",pro_jordan
"LeBron passed Jordan in 2017",pro_lebron
"LeBron is not even a top 5 player of all time",pro_jordan
"This is laughable!! LeBron has had the MOST help in NBA history and he still couldn't surpass MJ in rings. Bron has the most turnovers in league history by a LARGE margin. Also the most playoff losses and the most losses in the Finals.",pro_jordan
"Leroids is not top three of all time. He eliminated himself from that goat conversation when he choked vs Dallas.",pro_jordan
"Most NBA players consider Jordan the best and it isn't particularly close either",pro_jordan
"Big facts. LBJ is the GOAT.",pro_lebron
"When MJ wins it's because he had the best team. When Bron loses it's because it's a team sport. Can't we just appreciate the two goats?",neutral
"The better basketball player is LeBron. The GREATEST basketball player is and will always be MJ",neutral
"Jordan shot 49% on his career, as a mid-range tough shot oriented shooting guard. That's incredible efficiency.",pro_jordan
"Larry Bird is better than LeBron James and it's not close.",pro_jordan
"LeBron is the goat imo",pro_lebron
"MJ Fans become special ed the second you give them logic or facts",pro_lebron
"Too much explanation. 6-0",pro_jordan
"I still got Jordan in front of LeBron",pro_jordan
"There is no GOAT in basketball",neutral
"This debate is just a ping pong game that never ends. Different eras. Different players. Different situations. Who's the best? It's really based on your opinion and who u like better.",neutral
"Never played a game 7 in the Finals. Jordan GOAT",pro_jordan
"MJ never beat The bad boys pistons in the 80s. Lebron beat them in the ECF 07 at age 23 closing out with the last 25 points by himself. The same team that beat ShaQ and Kobe.",pro_lebron
"Your argument is the help argument. Jordan and LeBron both had help on their teams. Bron by joining Miami, or back to Cleveland or LA. Michael simply won more when they assembled their respective help.",pro_jordan
"Only argument folks have is the rings argument. Jordan has two more rings while playing far less talented teams. LeBron WON 155 playoff games in his first 15 seasons. LeBron is levels above anybody in the GOAT debate.",pro_lebron
"I'm a Kobe guy but this is the best case I've heard for bron.",pro_lebron
"Being the GOAT and best player are two different things. GOAT is about winning, having the clutch gene, and putting the team on your back when they need you the most.",pro_jordan
"Michael Jordan is the goat teammate LeBron the goat player",neutral
"Dont forget mj never faced a team with 2 hofs at the same time. Without pippen, jordan was 1-9 in playoffs. Mj is a product of nike and nba.",pro_lebron
"Uhhhh, LeBron had to join a super team in his prime to win a chip. Early on, LeBron did single handedly drag the cavs to the finals, then ran to super teams.",pro_jordan
"LEBRON JAMES IS The GOAT",pro_lebron
"Another silly argument. LeBron was the better player, Michael was the greater",neutral
"LeBron was in leastern conference. When Jordan was in the east it was so tough",pro_jordan
"Mike would have never took that cavs team to the finals when the spurs swept LeBron no version of Mike could",pro_lebron
"Bro then why did lebron hop from team to team trying to get chips? He had luka and still couldn't get it done. So there's no debate about the goat.",pro_jordan
"They all needed help. I don't know anyone who won a title with just one star on the team.",neutral
"Michael Jordan had to deal with a tougher Eastern Conference. LeBron didn't win a championship until he joined forces with Bosh and Wade.",pro_jordan
"Jordan played with 3 all stars his whole entire career!!! LeBron's played with 19 and counting!!! The Bulls drafted their whole entire rosters with Jordan, LeBron ran to his all star teammates! It's not even close who the GOAT is!!!",pro_jordan
"This is the greatest explanation, simple as that. LBJ is the best basketball player we've ever seen.",pro_lebron
"I mean it's just pure facts you talking bro. Unfortunately Jordan fans are emotional and don't care about facts and also really dislikes Lebron because in their hearts they know he's the ONE!!",pro_lebron
"Longevity alone doesn't make you the goat",pro_jordan
"WHEN YOU THINK OF NIKE YOU THINK OF JORDAN NOT LEBRON",pro_jordan
"Jordan. Not even an argument. James playing in Jordan's era would have been a shell of himself.",pro_jordan
"After his father was murdered, Michael Jordan retired from the NBA to play baseball as a form of therapy. Those three years came at the absolute peak of his career. I believe the Bulls would have won eight straight championships if that tragedy had never occurred.",pro_jordan
"Be like Mike the best so far!",pro_jordan
"Longevity is just TRT.",pro_jordan
"Jordan was a far superior player",pro_jordan
"lebron choose his team to win a rings, mj build different he leads the bulls to the peaks",pro_jordan
"All the stats James the flopper have over Jordan are only due to longevity and it took him far more seasons to do it then what Jordan did it in. Longevity has nothing to do with anything.",pro_jordan
"My daughter doesnt even know lebron",pro_jordan
"MJ played all 82 games 8 times. LBJ 1 time",pro_jordan
"Allen Iverson consistently identifies Michael Jordan as the greatest basketball player of all time, often stating that Jordan is always going to be the GOAT.",pro_jordan
"anyone who plays for 20 years can set all records, whats funny is that most of Jordans records Lebron couldn't break even after 20 years",pro_jordan
"This is all you got to know to determine who the GOAT is. Only player in history to win a championship, finals MVP, scoring title, defensive first team, and league MVP all in the same year which MJ did 4 times. MJ is 28-0 in playoffs while favored, means MJ never choked. MJ is the undisputed GOAT of all time. Period, end of discussion.",pro_jordan
"Lebron is elite on defense? thats a joke. it depends on what you value, if its longevity you'll go with LeBron, if its shooting, skill, fundamentals, defense, mentality or accomplishments, its Jordan. Jordan is the GOAT and its not close. im not knocking Lebron, what hes done is phenomenal, and he is definitely one of the greatest of all time, hes just not the GOAT",pro_jordan
"MJ solos",pro_jordan
"Lebron is good..... Jordan was a Basketball god! Back in the 80's and 90's Bulls vs Celtics was like watching a war.",pro_jordan
"Jordan made the NBA what it is today.",pro_jordan
"LeBron does not edge Jordan in shooting from the floor. Outside 3ft LeBron shoots 37%. Jordan is near 50%.",pro_jordan
